Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),Distance
25,4.6,Drinks ,scooter ,21,3.116
22,4.8,Snack ,scooter ,26,12.234
23,4.7,Buffet ,motorcycle ,18,12.418
31,4.8,Meal ,motorcycle ,15,1.515
36,4.7,Drinks ,scooter ,20,19.76
22,4.8,Meal ,motorcycle ,22,20.178
34,4.8,Drinks ,motorcycle ,25,7.684
28,4.9,Buffet ,scooter ,11,9.348
23,4.6,Snack ,electric_scooter ,33,10.757
29,4.6,Meal ,scooter ,14,2894.493
39,5,Drinks ,motorcycle ,40,16.901
31,4.6,Snack ,motorcycle ,48,11.008
36,4.6,Meal ,motorcycle ,31,6.081
30,5,Snack ,motorcycle ,15,7.763
23,4.9,Buffet ,scooter ,18,6.081
20,4.1,Meal ,motorcycle ,15,2.937
39,4.9,Drinks ,motorcycle ,35,10.881
25,4.8,Buffet ,motorcycle ,35,12.1
29,4.8,Meal ,motorcycle ,16,12.417
38,4.6,Buffet ,motorcycle ,24,7.762
29,4.8,Snack ,motorcycle ,29,11.008
27,4.6,Buffet ,motorcycle ,22,4.674
25,4.8,Drinks ,scooter ,23,14.023
22,4.8,Buffet ,motorcycle ,15,10.254
24,4.7,Buffet ,motorcycle ,14,1.537
38,4.7,Drinks ,motorcycle ,39,19.659
36,4.9,Snack ,motorcycle ,16,4.395
31,4.6,Drinks ,motorcycle ,19,10.486
21,4.9,Drinks ,scooter ,20,9.315
27,4.2,Meal ,motorcycle ,16,3.105
21,4.9,Buffet ,motorcycle ,19,3.019
31,4.7,Snack ,scooter ,25,2239.081
33,4.1,Buffet ,motorcycle ,41,3.06
24,4.8,Snack ,scooter ,17,1.515
39,4.2,Meal ,motorcycle ,49,13.429
38,4.8,Snack ,motorcycle ,39,7.441
34,4.9,Buffet ,scooter ,27,10.866
33,4.7,Drinks ,scooter ,22,7.659
32,4.7,Snack ,motorcycle ,16,3.109
22,4.8,Drinks ,motorcycle ,15,4.469
20,4.6,Meal ,motorcycle ,22,4.61
21,4.7,Drinks ,scooter ,23,7.762
33,4.9,Drinks ,electric_scooter ,29,6.218
39,4.6,Drinks ,motorcycle ,17,10.428
22,4.6,Drinks ,motorcycle ,19,10.428
21,4.8,Drinks ,scooter ,26,4.469
36,4.9,Drinks ,motorcycle ,37,10.602
23,4.5,Meal ,scooter ,12,5021.12
24,4.8,Snack ,motorcycle ,16,3.06
29,4.9,Buffet ,scooter ,18,1.514
25,4.8,Snack ,scooter ,15,1.514
29,4.6,Meal ,motorcycle ,38,16.385
28,4.7,Drinks ,scooter ,18,3.073
36,4.1,Meal ,electric_scooter ,36,11.008
21,5,Drinks ,motorcycle ,19,3.019
30,4.9,Drinks ,electric_scooter ,17,1.49
27,4.6,Snack ,motorcycle ,21,16.6
33,4.1,Drinks ,motorcycle ,25,3.105
26,4.5,Buffet ,motorcycle ,25,4.658
33,4.9,Meal ,motorcycle ,29,3.026
27,4.9,Snack ,scooter ,15,3.059
37,4.5,Meal ,scooter ,39,19.471
34,4.6,Drinks ,motorcycle ,25,17.098
39,4.4,Snack ,scooter ,41,19.659
34,4.8,Snack ,motorcycle ,36,9.075
31,4.8,Snack ,scooter ,19,4.528
31,4.9,Meal ,electric_scooter ,16,9.193
22,5,Snack ,motorcycle ,23,3.074
21,4.5,Meal ,scooter ,12,4.538
28,4.5,Drinks ,scooter ,23,1.52
22,4.9,Drinks ,scooter ,25,3.105
36,4.8,Drinks ,motorcycle ,29,7.563
29,4.6,Buffet ,motorcycle ,19,16.386
27,4.9,Drinks ,motorcycle ,26,12.099
27,5,Snack ,motorcycle ,39,12.255
33,4.6,Meal ,scooter ,15,13.972
31,4.2,Snack ,motorcycle ,33,13.789
21,4.5,Drinks ,motorcycle ,17,1.469
35,4.9,Snack ,scooter ,12,7.649
32,4,Buffet ,motorcycle ,24,1.512
30,3.9,Meal ,motorcycle ,37,12.074
32,4,Meal ,motorcycle ,39,16.601
20,4.7,Drinks ,motorcycle ,36,17.075
26,4.3,Snack ,motorcycle ,32,19.363
25,4.9,Meal ,motorcycle ,21,13.62
35,4.6,Drinks ,scooter ,27,9.192
27,4.5,Drinks ,scooter ,15,1.558
23,4,Buffet ,scooter ,34,20.443
28,5,Buffet ,motorcycle ,21,6.127
32,4.7,Meal ,electric_scooter ,16,1.52
32,4.5,Buffet ,motorcycle ,27,13.766
33,4.8,Meal ,scooter ,28,5.96
26,5,Snack ,scooter ,15,1.537
25,4.8,Drinks ,scooter ,16,9.435
30,4.7,Buffet ,scooter ,30,16.386
27,4.8,Meal ,scooter ,17,1.53
21,4.6,Buffet ,scooter ,18,4.664
29,4.6,Meal ,motorcycle ,36,11.008
38,4.6,Meal ,scooter ,33,1.532
26,4.7,Drinks ,motorcycle ,10,1.573
22,3.3,Snack ,motorcycle ,35,12.235
22,4.9,Buffet ,motorcycle ,29,4.664
39,4.5,Meal ,scooter ,27,12.293
31,4.2,Drinks ,motorcycle ,46,16.851
30,4.8,Meal ,motorcycle ,39,16.648
35,4.7,Buffet ,motorcycle ,26,6.29
37,5,Drinks ,scooter ,16,20.178
25,4.8,Snack ,motorcycle ,16,2.937
35,4.8,Drinks ,motorcycle ,44,1.498
29,4.6,Meal ,motorcycle ,34,20.181
26,4.9,Meal ,motorcycle ,10,9.435
39,4.7,Meal ,scooter ,49,12.294
32,4.9,Buffet ,motorcycle ,15,3.041
22,4.9,Drinks ,motorcycle ,22,7.573
38,5,Buffet ,motorcycle ,34,10.881
38,4.6,Meal ,motorcycle ,18,7.772
26,4.8,Buffet ,motorcycle ,12,17.137
34,5,Buffet ,motorcycle ,39,9.121
38,5,Buffet ,motorcycle ,17,3.105
32,4.8,Snack ,scooter ,15,4.658
31,5,Snack ,electric_scooter ,31,9.364
32,4.3,Meal ,scooter ,33,8.939
30,4.2,Meal ,motorcycle ,24,9.435
31,4.9,Meal ,motorcycle ,12,1.573
35,4.5,Snack ,scooter ,38,20.443
25,4.9,Drinks ,motorcycle ,30,1.52
20,4.9,Buffet ,motorcycle ,18,9.315
21,4.3,Meal ,scooter ,31,17.166
31,4.4,Buffet ,motorcycle ,38,16.82
30,4.9,Buffet ,scooter ,19,7.448
35,4.9,Buffet ,motorcycle ,32,7.863
26,4.5,Buffet ,scooter ,28,9.174
27,4.7,Drinks ,motorcycle ,33,12.117
38,4.7,Buffet ,electric_scooter ,27,9.435
36,4.7,Drinks ,motorcycle ,15,20.253
35,3.5,Buffet ,motorcycle ,38,12.074
25,4.8,Buffet ,motorcycle ,13,1.553
29,4.6,Drinks ,scooter ,25,17.098
24,4.6,Drinks ,motorcycle ,11,10.906
35,4,Snack ,scooter ,34,4.663
33,4.8,Snack ,scooter ,15,3.105
39,4.9,Snack ,motorcycle ,29,12.294
29,4.6,Buffet ,scooter ,22,6.038
30,4.6,Meal ,scooter ,19,1.529
21,4.5,Meal ,scooter ,24,9.193
37,4.9,Buffet ,scooter ,20,1.514
34,4,Snack ,motorcycle ,37,13.215
29,4.3,Snack ,motorcycle ,22,9.193
32,4.1,Drinks ,motorcycle ,37,12.074
34,4.8,Meal ,electric_scooter ,18,3.109
28,4.9,Meal ,motorcycle ,20,12.58
20,4.6,Meal ,motorcycle ,24,3.065
33,4.5,Buffet ,electric_scooter ,16,7.863
36,5,Meal ,scooter ,35,12.42
38,5,Drinks ,scooter ,18,19.878
24,4.6,Meal ,electric_scooter ,17,1.469
25,4.7,Drinks ,scooter ,11,7.547
29,5,Drinks ,motorcycle ,30,19.689
25,4.1,Meal ,motorcycle ,16,7.863
29,4.2,Meal ,motorcycle ,21,3.105
36,4.2,Drinks ,motorcycle ,32,10.881
38,4.6,Drinks ,motorcycle ,25,3.041
35,3.9,Snack ,electric_scooter ,34,12.073
22,4.9,Drinks ,motorcycle ,19,19.915
39,4.2,Drinks ,scooter ,32,1.529
34,4.8,Drinks ,scooter ,26,7.863
36,4.6,Drinks ,motorcycle ,30,9.056
35,4.4,Buffet ,motorcycle ,21,7.648
30,3.7,Snack ,scooter ,43,10.444
34,4.8,Snack ,scooter ,28,19.471
20,4.9,Snack ,motorcycle ,13,1.53
29,4.6,Buffet ,scooter ,33,12.435
28,4.6,Snack ,electric_scooter ,15,10.708
29,4.6,Drinks ,motorcycle ,50,8.811
25,4.7,Buffet ,motorcycle ,21,6.082
38,4.9,Meal ,electric_scooter ,16,19.659
27,4,Meal ,motorcycle ,20,9.192
37,4.5,Buffet ,motorcycle ,27,4.658
30,4.9,Meal ,motorcycle ,28,13.682
29,4.6,Meal ,scooter ,32,10.867
36,5,Meal ,motorcycle ,16,1.532
30,4.2,Drinks ,scooter ,35,9.178
38,5,Drinks ,motorcycle ,30,6.29
35,4.9,Meal ,motorcycle ,40,10.817
38,4.8,Meal ,scooter ,17,2.996
39,4.6,Buffet ,motorcycle ,17,17.098
22,4.6,Snack ,motorcycle ,23,12.58
35,4.3,Snack ,motorcycle ,36,20.182
29,4.7,Drinks ,scooter ,34,19.364
27,4.6,Meal ,motorcycle ,10,10.756
29,4.6,Drinks ,motorcycle ,18,4.494
27,4.8,Snack ,scooter ,32,1.558
35,3.5,Snack ,scooter ,33,16.902
30,4.7,Drinks ,motorcycle ,30,13.989
39,4.9,Meal ,electric_scooter ,22,6.12
33,4,Buffet ,motorcycle ,43,10.756
28,4.8,Meal ,motorcycle ,28,13.971
21,4.5,Snack ,motorcycle ,33,16.386
27,5,Drinks ,motorcycle ,41,10.865
33,4.9,Snack ,motorcycle ,33,13.583
25,4.8,Drinks ,motorcycle ,17,4.718
33,4.5,Meal ,scooter ,36,11.923
15,1,Meal ,bicycle ,21,12.257
23,5,Meal ,motorcycle ,21,13.972
20,4.9,Meal ,motorcycle ,38,16.6
36,4.1,Snack ,scooter ,36,12.099
27,4.6,Snack ,motorcycle ,17,10.757
34,5,Snack ,scooter ,24,7.863
35,5,Meal ,motorcycle ,47,16.599
31,4.8,Buffet ,motorcycle ,19,4.657
38,3.8,Meal ,scooter ,42,17.098
32,4.7,Meal ,scooter ,30,17.298
24,4.2,Snack ,motorcycle ,26,4.544
20,4.5,Drinks ,scooter ,12,20.831
35,4.1,Drinks ,motorcycle ,38,2228.994
31,4.8,Drinks ,motorcycle ,38,4.61
23,4.9,Meal ,motorcycle ,13,13.583
32,4.6,Snack ,motorcycle ,52,17.138
36,4.8,Meal ,scooter ,19,9.056
29,4.9,Meal ,electric_scooter ,22,7.863
24,4.9,Buffet ,scooter ,19,16.114
32,4.6,Snack ,electric_scooter ,17,1.49
34,4,Buffet ,electric_scooter ,49,13.99
22,4.8,Meal ,motorcycle ,15,20.181
39,4.8,Drinks ,motorcycle ,19,16.385
37,4.9,Buffet ,motorcycle ,20,13.989
30,4.7,Drinks ,motorcycle ,24,12.435
24,4.6,Meal ,scooter ,15,1.52
29,4.6,Buffet ,scooter ,36,12.58
23,4.5,Buffet ,motorcycle ,29,20.253
33,4.3,Buffet ,scooter ,45,20.207
23,4.7,Drinks ,motorcycle ,22,9.055
31,4.8,Buffet ,scooter ,46,13.789
31,4.6,Meal ,motorcycle ,47,11.72
35,4.4,Meal ,motorcycle ,33,1.514
38,4.6,Buffet ,motorcycle ,28,6.21
36,5,Snack ,scooter ,31,7.546
29,4.8,Meal ,motorcycle ,10,20.179
34,4.7,Meal ,motorcycle ,41,1.491
30,4.7,Buffet ,motorcycle ,22,3.145
26,4.7,Snack ,scooter ,20,20.181
26,4.4,Buffet ,motorcycle ,15,3.145
32,4.7,Snack ,scooter ,22,13.393
20,4.9,Drinks ,motorcycle ,10,4.597
28,4.8,Buffet ,motorcycle ,19,6.21
24,4.7,Buffet ,electric_scooter ,28,13.774
29,4.8,Buffet ,scooter ,13,3.065
31,4.1,Meal ,scooter ,36,12.099
28,4.6,Meal ,scooter ,38,19.887
21,3.7,Meal ,motorcycle ,45,7.772
30,4.1,Snack ,motorcycle ,35,13.83
24,4.7,Drinks ,scooter ,23,4.47
31,4.1,Snack ,motorcycle ,34,19.363
21,5,Snack ,scooter ,11,7.565
22,4.7,Meal ,scooter ,28,16.825
32,5,Meal ,motorcycle ,29,9.192
33,3.9,Drinks ,scooter ,33,12.241
26,4.6,Drinks ,motorcycle ,20,7.79
33,5,Buffet ,motorcycle ,32,4.406
39,4.9,Buffet ,electric_scooter ,22,16.641
35,4.9,Drinks ,electric_scooter ,35,6.211
25,4.4,Snack ,motorcycle ,37,13.631
31,4.9,Drinks ,motorcycle ,26,10.756
29,4.6,Buffet ,scooter ,16,7.546
32,4.7,Meal ,motorcycle ,40,19.761
22,4.9,Buffet ,scooter ,27,12.58
38,4.1,Buffet ,motorcycle ,44,13.989
29,4.8,Snack ,motorcycle ,30,16.903
24,5,Drinks ,electric_scooter ,34,20.206
33,4.2,Buffet ,motorcycle ,45,13.481
26,4.1,Drinks ,motorcycle ,28,2.979
35,4.7,Buffet ,motorcycle ,33,6.147
23,4.7,Buffet ,electric_scooter ,24,16.822
27,4.9,Drinks ,motorcycle ,32,17.078
36,3.8,Meal ,scooter ,32,19.619
37,4.5,Drinks ,scooter ,23,16.412
34,4.7,Meal ,scooter ,26,7.762
31,4.8,Buffet ,motorcycle ,40,20.068
32,4.1,Drinks ,scooter ,32,17.074
37,4.8,Buffet ,scooter ,12,3.061
39,4.7,Snack ,scooter ,26,19.688
28,4.4,Buffet ,motorcycle ,31,16.723
33,4.6,Drinks ,electric_scooter ,44,19.762
24,4.8,Snack ,scooter ,23,6.121
35,4.6,Drinks ,scooter ,26,11.008
21,5,Buffet ,scooter ,10,12.421
32,4.7,Drinks ,scooter ,18,3.145
34,4.2,Buffet ,motorcycle ,36,6.29
39,4.6,Drinks ,scooter ,28,6.218
31,4.8,Drinks ,scooter ,18,1.49
22,5,Drinks ,electric_scooter ,25,20.181
26,4.7,Buffet ,motorcycle ,23,1.52
20,4.8,Buffet ,motorcycle ,20,12.254
38,4.6,Snack ,scooter ,28,11.008
35,4.4,Drinks ,electric_scooter ,39,20.179
36,4.5,Drinks ,scooter ,15,4.561
29,4.6,Snack ,scooter ,24,7.763
37,4.5,Meal ,motorcycle ,27,3.105
25,4.8,Buffet ,motorcycle ,19,13.787
20,4.6,Meal ,motorcycle ,24,3.019
24,4.8,Snack ,motorcycle ,20,10.867
34,4.7,Buffet ,scooter ,16,5.969
30,4.8,Meal ,scooter ,22,19.471
27,4.9,Buffet ,scooter ,13,12.435
28,4.7,Meal ,scooter ,18,9.056
30,4.7,Snack ,motorcycle ,28,5016.721
20,2.5,Snack ,scooter ,31,17.075
32,4.3,Drinks ,motorcycle ,33,4.61
24,5,Meal ,motorcycle ,23,12.162
36,4.7,Snack ,motorcycle ,27,16.385
22,5,Meal ,motorcycle ,16,9.056
32,4.1,Meal ,motorcycle ,36,13.764
34,4.8,Snack ,motorcycle ,41,12.58
29,4.6,Snack ,motorcycle ,11,10.603
23,4.8,Snack ,motorcycle ,20,20.507
29,4.9,Meal ,electric_scooter ,16,9.075
29,4.8,Meal ,scooter ,13,7.761
32,4.6,Snack ,scooter ,22,3.074
21,4.4,Buffet ,scooter ,33,1.509
27,4.9,Buffet ,scooter ,13,4.561
28,4.9,Meal ,motorcycle ,23,3.059
39,4.4,Drinks ,scooter ,34,19.76
28,4.7,Drinks ,scooter ,18,1.53
32,4.6,Buffet ,motorcycle ,32,16.385
37,5,Snack ,motorcycle ,37,19.62
23,4.3,Meal ,motorcycle ,31,19.363
30,4.8,Buffet ,scooter ,19,7.601
22,4.5,Drinks ,motorcycle ,25,13.83
29,4.6,Meal ,scooter ,22,19.396
21,4.9,Snack ,motorcycle ,27,19.762
32,4.3,Buffet ,motorcycle ,37,2227.218
31,4.6,Buffet ,motorcycle ,26,17.076
39,4.5,Drinks ,motorcycle ,26,12.161
39,4.9,Drinks ,electric_scooter ,18,1.51
35,4.9,Snack ,motorcycle ,23,4.718
38,5,Snack ,motorcycle ,21,17.099
31,4.9,Drinks ,scooter ,18,7.651
23,4.5,Meal ,scooter ,21,19.628
20,5,Buffet ,motorcycle ,25,11.72
36,4.4,Drinks ,motorcycle ,31,6.116
39,3.6,Meal ,scooter ,31,20.206
30,4.6,Buffet ,motorcycle ,18,6.29
31,4.6,Drinks ,motorcycle ,30,6.147
30,4,Buffet ,scooter ,36,1.52
33,4.9,Meal ,motorcycle ,24,3.019
27,5,Buffet ,electric_scooter ,15,1.51
32,4.7,Buffet ,motorcycle ,41,12.436
21,4.5,Buffet ,motorcycle ,18,10.427
35,4,Meal ,motorcycle ,34,2.98
25,4.8,Buffet ,motorcycle ,21,12.236
24,4.6,Snack ,scooter ,14,6.147
27,4.2,Snack ,motorcycle ,32,10.594
29,4.7,Drinks ,scooter ,16,10.427
21,4.5,Snack ,electric_scooter ,29,4.61
30,4.8,Meal ,motorcycle ,23,10.565
34,4.9,Drinks ,motorcycle ,22,14.022
24,4.9,Meal ,motorcycle ,26,13.631
33,4.7,Buffet ,scooter ,30,11.918
29,4.6,Buffet ,motorcycle ,11,20.072
30,4.7,Drinks ,motorcycle ,19,12.464
20,4.5,Meal ,motorcycle ,17,1.532
35,5,Buffet ,motorcycle ,25,20.852
20,4.9,Drinks ,motorcycle ,26,10.565
25,4.6,Meal ,motorcycle ,29,19.916
30,4.7,Snack ,scooter ,17,1.52
38,3.7,Snack ,scooter ,36,20.253
29,4.6,Buffet ,scooter ,16,1.509
38,4.9,Buffet ,motorcycle ,31,6.081
30,4.7,Drinks ,motorcycle ,28,2.996
26,4.7,Drinks ,scooter ,25,4.538
37,4.5,Buffet ,electric_scooter ,18,3.105
30,4.4,Drinks ,motorcycle ,40,20.207
29,4.9,Snack ,scooter ,12,7.683
29,5,Snack ,scooter ,10,9.056
38,4.8,Buffet ,scooter ,19,4.664
25,4.9,Drinks ,scooter ,29,13.184
29,4.9,Buffet ,motorcycle ,19,4.61
31,3.9,Buffet ,scooter ,31,16.635
35,5,Snack ,motorcycle ,25,8.812
35,4.7,Drinks ,electric_scooter ,37,20.852
21,4.6,Buffet ,electric_scooter ,16,7.549
30,3.9,Buffet ,scooter ,35,20.254
38,4.9,Buffet ,motorcycle ,22,7.684
33,4.5,Drinks ,motorcycle ,25,6.128
20,4.7,Buffet ,scooter ,24,9.088
31,4.9,Drinks ,scooter ,32,9.22
36,4.9,Snack ,motorcycle ,27,4.588
35,5,Meal ,motorcycle ,36,10.603
29,4.6,Buffet ,scooter ,36,3.104
31,4.5,Buffet ,motorcycle ,40,12.117
23,4.8,Buffet ,electric_scooter ,13,19.884
34,4.7,Buffet ,motorcycle ,24,7.573
35,4.8,Drinks ,motorcycle ,44,16.476
29,4.6,Buffet ,motorcycle ,21,3.025
30,4.2,Meal ,electric_scooter ,37,20.207
35,4.6,Meal ,motorcycle ,53,10.881
31,4.5,Drinks ,scooter ,33,10.565
26,4.8,Buffet ,motorcycle ,15,12.293
22,4.5,Meal ,motorcycle ,18,3.064
38,4.1,Buffet ,electric_scooter ,39,13.973
22,4.9,Meal ,scooter ,25,16.635
34,4.8,Buffet ,scooter ,26,6.082
27,4.9,Buffet ,motorcycle ,49,17.298
37,4,Meal ,motorcycle ,33,9.219
30,4.8,Buffet ,motorcycle ,50,13.771
39,4.9,Meal ,scooter ,17,8.929
29,4.6,Drinks ,motorcycle ,23,17560.629
36,4.7,Meal ,motorcycle ,41,12.58
37,4.9,Drinks ,motorcycle ,30,13.611
33,4.7,Meal ,motorcycle ,15,1.558
37,4.8,Meal ,motorcycle ,29,9.348
29,4.6,Drinks ,scooter ,27,17.075
35,4.5,Drinks ,scooter ,24,7.79
28,4.8,Snack ,scooter ,17,20.207
26,4.8,Meal ,motorcycle ,21,12.294
36,4.4,Snack ,motorcycle ,31,12.293
33,4.9,Snack ,motorcycle ,23,12.08
29,4.6,Drinks ,scooter ,33,16.386
37,4.9,Snack ,motorcycle ,15,1.465
36,4.8,Buffet ,scooter ,25,9.314
29,4.6,Meal ,electric_scooter ,29,16622.626
31,4.5,Meal ,motorcycle ,35,13.97
29,4.6,Snack ,motorcycle ,16,3.105
33,4.2,Snack ,scooter ,35,13.764
31,4.7,Snack ,scooter ,18,1.573
25,4.9,Meal ,scooter ,17,3.109
37,4.8,Buffet ,motorcycle ,22,19.363
20,4.7,Buffet ,motorcycle ,22,4.674
36,4.7,Buffet ,motorcycle ,40,12.099
28,4.9,Drinks ,scooter ,26,12.074
29,4.6,Meal ,motorcycle ,49,6.119
37,4.3,Drinks ,motorcycle ,23,4.658
22,4.8,Meal ,motorcycle ,19,16.384
20,3.1,Drinks ,electric_scooter ,43,10.907
26,4.8,Buffet ,motorcycle ,47,13.971
29,4.6,Drinks ,scooter ,14,1.573
29,4.7,Buffet ,scooter ,15,1.491
35,4.7,Drinks ,motorcycle ,25,3.105
21,5,Meal ,electric_scooter ,23,4.597
24,4.8,Drinks ,motorcycle ,23,4.674
38,4.9,Meal ,motorcycle ,21,9.175
35,4.7,Snack ,motorcycle ,21,10.445
31,4.2,Snack ,motorcycle ,20,2.977
22,4.7,Meal ,motorcycle ,23,16.388
32,4,Drinks ,motorcycle ,44,19.363
27,4.5,Snack ,motorcycle ,24,19.876
27,4.7,Snack ,motorcycle ,23,9.348
25,4.9,Buffet ,motorcycle ,12,7.441
30,4.9,Drinks ,motorcycle ,42,20.183
20,4.8,Drinks ,motorcycle ,16,3.074
34,4.6,Snack ,motorcycle ,34,4.658
29,4.6,Meal ,motorcycle ,16,1.492
34,4.8,Buffet ,motorcycle ,26,13.406
27,4.6,Buffet ,motorcycle ,14,9.193
22,4.6,Meal ,scooter ,41,20.254
25,5,Meal ,scooter ,18,20.207
27,4.8,Meal ,motorcycle ,18,4422.662
33,4.1,Meal ,motorcycle ,33,16.853
25,4.2,Buffet ,motorcycle ,31,7.649
20,4.5,Snack ,scooter ,14,3.145
27,4.6,Buffet ,motorcycle ,27,6.218
38,4.9,Meal ,motorcycle ,19,9.435
35,4.9,Buffet ,motorcycle ,42,16.598
30,3.8,Drinks ,motorcycle ,38,10.723
29,4.6,Meal ,motorcycle ,10,1.552
23,4.5,Snack ,motorcycle ,26,6.059
28,4.7,Buffet ,motorcycle ,24,9.121
27,4.5,Meal ,motorcycle ,27,6.059
27,4.9,Drinks ,scooter ,16,4.718
39,5,Buffet ,scooter ,30,10.642
32,4.7,Drinks ,electric_scooter ,21,1.513
25,4.7,Buffet ,electric_scooter ,17,7.683
29,4.9,Meal ,motorcycle ,18,11.917
30,4.7,Drinks ,scooter ,34,2.979
22,4.7,Meal ,motorcycle ,35,20.506
26,5,Drinks ,scooter ,24,6.29
22,5,Meal ,motorcycle ,24,7.79
34,4.6,Drinks ,motorcycle ,46,19.688
25,4.7,Buffet ,scooter ,11,1.52
37,4.9,Meal ,scooter ,19,10.881
37,4.4,Meal ,motorcycle ,29,3.064
20,4.6,Buffet ,motorcycle ,14,20.443
31,3.8,Drinks ,scooter ,31,10.725
25,4.6,Snack ,motorcycle ,23,7.661
30,4.4,Buffet ,motorcycle ,39,13.99
29,4.8,Snack ,motorcycle ,28,6.059
27,4.9,Meal ,motorcycle ,18,4.611
33,4.9,Meal ,scooter ,26,3.041
35,4.5,Buffet ,motorcycle ,30,19.364
34,4.5,Drinks ,motorcycle ,20,11.008
23,4.8,Buffet ,electric_scooter ,25,1.532
33,4.7,Drinks ,motorcycle ,28,10.565
30,5,Snack ,motorcycle ,18,1.52
38,3.8,Meal ,motorcycle ,33,20.206
28,4.1,Buffet ,motorcycle ,32,6.081
28,4.8,Buffet ,motorcycle ,28,6.059
33,4.7,Meal ,electric_scooter ,22,4.718
27,4.6,Meal ,scooter ,18,17.298
32,4.7,Snack ,motorcycle ,26,9.074
30,4.7,Buffet ,scooter ,15,6.21
27,4.5,Buffet ,motorcycle ,25,19.364
26,4.9,Meal ,scooter ,14,7.863
26,4.8,Drinks ,motorcycle ,27,9.194
34,4.8,Drinks ,scooter ,29,7.602
25,4.8,Buffet ,electric_scooter ,17,9.327
35,3.8,Meal ,motorcycle ,32,16.723
29,4.6,Buffet ,motorcycle ,30,9.193
20,4.4,Snack ,scooter ,43,12.209
38,4.7,Snack ,scooter ,26,6.147
39,4.4,Snack ,scooter ,33,7.563
29,4.6,Buffet ,scooter ,35,20.206
24,4.8,Drinks ,scooter ,17,13.631
39,4.5,Meal ,motorcycle ,20,1.52
23,4.6,Meal ,scooter ,19,7.547
32,4.9,Meal ,motorcycle ,25,3.145
33,4.9,Snack ,motorcycle ,40,12.58
38,4,Drinks ,scooter ,33,1.515
24,4,Drinks ,motorcycle ,20,3.109
27,4.5,Drinks ,scooter ,11,4.494
23,4.7,Buffet ,motorcycle ,25,10.906
34,4.1,Meal ,scooter ,42,13.972
31,4.6,Drinks ,scooter ,27,5.959
24,4.7,Drinks ,motorcycle ,15,6.232
28,4.5,Buffet ,scooter ,17,1.52
32,4.8,Drinks ,motorcycle ,23,3.145
28,4.5,Drinks ,scooter ,12,7.763
29,4.6,Snack ,scooter ,26,17138.515
32,4.7,Buffet ,scooter ,35,10.587
32,4.6,Meal ,motorcycle ,30,6.129
31,4.5,Snack ,electric_scooter ,20,3.145
25,4.1,Buffet ,motorcycle ,34,13.582
38,4.6,Drinks ,scooter ,27,12.42
34,3.8,Snack ,electric_scooter ,40,19.616
31,4.7,Buffet ,motorcycle ,37,10.641
29,4.3,Meal ,motorcycle ,27,3.065
22,4.5,Meal ,motorcycle ,19,4.597
36,4.8,Snack ,scooter ,12,1.537
35,4.7,Drinks ,motorcycle ,27,12.58
33,4.6,Buffet ,motorcycle ,24,13.613
39,4.4,Meal ,motorcycle ,39,7.763
26,3.9,Snack ,motorcycle ,47,6.128
21,4.8,Snack ,scooter ,15,1.51
27,4.8,Buffet ,motorcycle ,27,10.867
37,4.6,Drinks ,scooter ,31,7.684
32,4.9,Meal ,motorcycle ,22,3.105
28,4.6,Drinks ,scooter ,11,12.107
21,5,Drinks ,motorcycle ,25,3.03
28,4.6,Buffet ,scooter ,23,20.253
37,4.7,Drinks ,motorcycle ,27,6.05
28,4.6,Meal ,electric_scooter ,20,13.831
23,4.9,Drinks ,scooter ,11,7.863
28,4.9,Snack ,scooter ,16,7.562
32,3.8,Drinks ,scooter ,38,16.721
31,4.6,Meal ,motorcycle ,27,1.531
38,4.8,Buffet ,electric_scooter ,29,7.547
22,5,Meal ,scooter ,22,7.602
28,4.7,Snack ,electric_scooter ,24,7.659
32,4.3,Snack ,motorcycle ,25,7.863
20,5,Snack ,scooter ,29,20.828
34,3.5,Buffet ,scooter ,33,13.973
37,5,Buffet ,scooter ,26,6.242
33,4.8,Drinks ,scooter ,34,1.558
30,4.3,Snack ,scooter ,31,5.959
21,4.7,Snack ,motorcycle ,26,11.983
22,4.5,Meal ,motorcycle ,22,19.894
25,4.8,Snack ,motorcycle ,14,4.657
35,4.2,Buffet ,scooter ,37,19.615
21,4.6,Meal ,motorcycle ,19,7.763
22,4.8,Drinks ,motorcycle ,32,10.725
50,6,Drinks ,scooter ,17,18098.787
30,4.2,Snack ,motorcycle ,34,9.313
35,4.5,Meal ,motorcycle ,29,4.589
31,4.6,Meal ,motorcycle ,28,4.544
34,4.4,Snack ,motorcycle ,34,6.04
32,4.9,Meal ,motorcycle ,30,3.041
37,4.6,Snack ,motorcycle ,17,13.393
30,4.7,Drinks ,motorcycle ,21,1.558
22,5,Meal ,scooter ,32,7.449
25,4.9,Meal ,scooter ,20,1.529
37,4.8,Meal ,scooter ,12,7.762
22,4.9,Meal ,scooter ,19,5.86
26,4.7,Meal ,motorcycle ,21,9.075
27,4.8,Meal ,scooter ,16,19.916
24,4.9,Drinks ,motorcycle ,27,6.05
32,5,Drinks ,scooter ,19,3.041
27,4.5,Buffet ,scooter ,11,7.449
29,4,Meal ,motorcycle ,31,16.82
24,4.9,Snack ,motorcycle ,26,13.631
